name,review_count,categories,rating,transactions,address,zipcode,display_phone,price,latitude,longitude,borough
Seafood Mixer,7,"Seafood Markets, Live/Raw Food, Seafood",4.9,"['delivery', 'pickup']","1812 Seward Ave, Bronx, NY 10473",10473,(718) 269-6219,,40.81906245755776,-73.86249185366168,The Bronx
Sabrosura 2,164,"Spanish, Chinese",3.7,"['delivery', 'pickup']","1808 Westchester Ave, Bronx, NY 10472",10472,(718) 502-9878,$$,40.8317697392748,-73.86583769469,The Bronx
El Valle. Com,1,Dominican,4.0,[],"549 Commonwealth Ave, The Bronx, NY 10473",10473,,,40.81653,-73.86482,The Bronx
The 6,5,Caribbean,4.0,"['delivery', 'pickup']","1026 Castle Hill Ave, The Bronx, NY 10472",10472,(718) 210-1840,,40.828287,-73.849881,The Bronx
Maravilla's Bar & Grill,25,"Bars, American",4.0,"['delivery', 'pickup']","264 Soundview Ave, Bronx, NY 10473",10473,(718) 618-7440,$$,40.81119441502001,-73.8553621,The Bronx
New Yummy Chinese Kitchen,7,Chinese,3.9,['pickup'],"1811 Randall Ave, Bronx, NY 10473",10473,(718) 617-4795,,40.817212,-73.8623779,The Bronx
El Valle Tipico,25,"Dominican, Bars, Spanish",3.6,"['delivery', 'pickup']","849 Castle Hill Ave, The Bronx, NY 10473",10473,(718) 239-9100,,40.82459,-73.84953,The Bronx
Fouta African American Restaurant,36,"Senegalese, Halal",3.8,['delivery'],"1762 Westchester Ave, Bronx, NY 10472",10472,(718) 792-1700,$$,40.83126,-73.86792,The Bronx
Gold Spoon Restaurant,7,"Breakfast & Brunch, Caribbean, Venues & Event Spaces",3.6,"['delivery', 'pickup']","1841 Westchester Ave, The Bronx, NY 10472",10472,(718) 684-1434,,40.832684,-73.864442,The Bronx
Lechonera El Sazon Criollo,12,Spanish,3.6,['delivery'],"682 Castle Hill Ave, New York, NY 10473",10473,(347) 810-9018,$$,40.8207629621029,-73.8483716547489,The Bronx
Jimbo's Hamburger Palace,31,"Burgers, Breakfast & Brunch, Sandwiches",2.3,"['delivery', 'pickup']","912 Soundview Ave, Bronx, NY 10473",10473,(718) 328-3208,$,40.823475,-73.867828,The Bronx
The Way Cafe,41,"Coffee & Tea, Cafes, Acai Bowls",4.8,"['delivery', 'pickup']","1015 Castle Hill Ave, Bronx, NY 10472",10472,(347) 391-0115,,40.82811158210292,-73.8504107,The Bronx
Ms Caridad,10,Spanish,3.0,"['delivery', 'pickup']","831 Rosedale Ave, Bronx, NY 10473",10473,(347) 297-7547,,40.821196,-73.8669512,The Bronx
Isla Cafe,36,"Latin American, Cocktail Bars",3.7,"['delivery', 'pickup']","1859 Westchester Ave, Bronx, NY 10472",10472,(718) 828-3800,,40.8327766723333,-73.8639456945018,The Bronx
Teriyaki One,2,"Sushi Bars, Japanese",5.0,"['delivery', 'pickup']","1925 Turnbull Ave, Bronx, NY 10473",10473,(929) 801-0877,,40.848204,-73.867576,The Bronx
Lechonera Borinquena Restaurant,17,Spanish,1.4,"['delivery', 'pickup']","1594 Westchester Ave, New York, NY 10472",10472,(917) 473-7700,$,40.8291922826688,-73.8756088167429,The Bronx
La Fondita,1,Mexican,5.0,"['delivery', 'pickup']","1853 Westchester Ave, Bronx, NY 10472",10472,(718) 304-2215,,40.8326879,-73.8640918,The Bronx
Xin Rong Chinese Restaurant,1,Chinese,5.0,[],"741 Hunts Point Ave, New York, NY 10474",10474,(718) 991-2890,,40.81575961640478,-73.88771556599195,The Bronx
Empire Wok,45,Chinese,2.8,[],"1230 Castle Hill Ave, New York, NY 10462",10462,(718) 828-2919,$,40.832786,-73.850914,The Bronx
King Dragon,2,Restaurants,5.0,['delivery'],"1749 Randall Ave, Bronx, NY 10473",10473,(718) 328-8899,,40.81683,-73.86544,The Bronx
Sabrosura Restaurant,329,"Chinese, Latin American, Seafood",3.6,"['delivery', 'pickup']","1200 Castle Hill Ave, Bronx, NY 10462",10462,(718) 597-1344,$$,40.832073,-73.850759,The Bronx
Mexzzarella Pitza,7,"Pizza, Mexican",2.6,"['delivery', 'pickup']","553 Sound View Ave, Bronx, NY 10473",10473,(347) 726-6330,,40.816452,-73.861323,The Bronx
Melanie's Roti & Grill Restaurant,94,"Bars, Caribbean, Indian",3.6,"['delivery', 'pickup']","1248 Castle Hill Ave, Bronx, NY 10462",10462,(718) 409-1088,$$,40.8333,-73.851045,The Bronx
Estrellita Poblana,331,Mexican,3.9,"['delivery', 'pickup']","2231 Westchester Ave, Bronx, NY 10462",10462,(718) 518-7425,$$,40.83446126844967,-73.8508858,The Bronx
El Pabellon De Oro,75,"Latin American, Asian Fusion, Mexican",4.1,['delivery'],"1501 Westchester Ave, Bronx, NY 10472",10472,(718) 328-1252,$$,40.8286545,-73.8799436,The Bronx
Universal Seafood,1,Seafood,5.0,[],"800 Food Center Dr, Bronx, NY 10474",10474,(718) 842-2200,,40.8042299,-73.87643,The Bronx
Khalil Biryani House,55,"Halal, Indian, Bangladeshi",3.5,[],"1445 Olmstead Ave, Bronx, NY 10462",10462,(646) 763-5073,$,40.8353157662589,-73.8550591682938,The Bronx
Smashburger,47,Burgers,2.6,"['delivery', 'pickup']","1925 Turnbull Ave, Bronx, NY 10473",10473,(347) 801-8360,,40.823304780284886,-73.85812565315636,The Bronx
The Hunts Point Cafe & Grill,7,"Cafes, American, Burgers",2.7,[],"402 Hunts Point Ave, Bronx, NY 10474",10474,(718) 589-7777,,40.809811,-73.880646,The Bronx
Bangla Garden Restaurant,13,Bangladeshi,4.7,['delivery'],"1864 Westchester Ave, New York, NY 10472",10472,(347) 281-9966,$,40.8324162,-73.8633392,The Bronx
Mr Taco Grande,2,Mexican,4.5,['pickup'],"1257 Saint Lawrence Ave, Bronx, NY 10472",10472,,,40.8314240723848,-73.8672745227814,The Bronx
Cap't Loui,10,"Cajun/Creole, Seafood",3.1,"['pickup', 'delivery']","815 Hutchinson River Pkwy, Bronx, NY 10465",10465,(347) 293-6871,,40.82355,-73.83742,The Bronx
Gourmet Oasis,2,"Mexican, Spanish",5.0,[],"1499 Bruckner Blvd, Bronx, NY 10472",10472,,,40.8239288,-73.8793411,The Bronx
El Sazon De Olga,12,"Spanish, Bars, Breakfast & Brunch",3.4,"['delivery', 'pickup']","1017 Castle Hill Ave, Bronx, NY 10472",10472,(347) 657-0955,,40.828172,-73.850533,The Bronx
Fratilli's Pizza,49,Pizza,3.8,"['delivery', 'pickup']","404 Hunts Point Ave, Bronx, NY 10474",10474,(718) 542-7340,$,40.8095922,-73.8804914,The Bronx
La Isla Cuchifritos Frituras,14,Puerto Rican,2.3,['delivery'],"1524 Westchester Ave, Bronx, NY 10472",10472,(718) 893-7591,$,40.82847063817974,-73.8787810301211,The Bronx
Olivia's Restaurant Lounge,33,"Lounges, American",3.2,"['delivery', 'pickup']","1854 Westchester Ave, East Bronx, NY 10472",10472,(347) 281-9588,$$$$,40.8325579767452,-73.8641422286413,The Bronx
Willie's Steak House,74,"Steakhouses, Puerto Rican",2.8,['pickup'],"1832 Westchester Ave, Bronx, NY 10472",10472,(718) 822-9697,$$,40.83212508007544,-73.86489466136034,The Bronx
El Molcajete,32,Mexican,3.5,['delivery'],"1506-08 Westchester Ave, Bronx, NY 10472",10472,(917) 688-1433,$$,40.8283148,-73.8796477,The Bronx
Mega Seafood,15,Seafood,3.3,['delivery'],"1181 Morrison Ave, Bronx, NY 10472",10472,(718) 842-2690,$,40.828454115746,-73.874356653984,The Bronx
La Cocina De Yala,51,"Caribbean, Spanish",3.1,"['delivery', 'pickup']","1756 E 174th St, Bronx, NY 10472",10472,,,40.8346620546749,-73.8691869897021,The Bronx
Parrilla Azteca,22,"Mexican, Latin American, Dominican",3.0,"['delivery', 'pickup']","1288 Westchester Ave, The Bronx, NY 10459",10459,(718) 708-1177,,40.8271972,-73.8866791,The Bronx
Chickenfest,8,"Fast Food, American",4.4,"['delivery', 'pickup']","86 Hugh J Grant Cir, Bronx, NY 10472",10472,(347) 281-8105,$,40.83262,-73.86062,The Bronx
Milly's Corner Restaurant and Bar,4,"Dominican, Latin American",4.8,['delivery'],"1129 Longwood Ave, Bronx, NY 10474",10474,(718) 893-4900,,40.81464,-73.89307,The Bronx
The Boogie Down Grind,70,"Coffee & Tea, Cafes, Beer, Wine & Spirits",4.6,['delivery'],"868 Hunts Point Ave, Bronx, NY 10474",10474,(718) 986-8548,$,40.81858,-73.8888998329639,The Bronx
El Porton,31,"Mexican, Bars",3.9,"['delivery', 'pickup']","576 Southern Blvd, Bronx, NY 10455",10455,(718) 450-3399,$$,40.8123321379273,-73.9024218544364,The Bronx
Papis Cheese Steaks And More,4,"Cheesesteaks, Chicken Wings, Burgers",4.8,"['delivery', 'pickup']","983 Leggett Ave, New York, NY 10001",10001,,,40.81476,-73.89982,Manhattan
Taqueria El Cebollin,7,"Mexican, Food Trucks",4.7,['delivery'],"1184 Wheeler Ave, Bronx, NY 10472",10472,(917) 403-7283,,40.8282968,-73.8797867,The Bronx
BMB Randall,24,Latin American,3.2,['delivery'],"1328 Randall Ave, Bronx, NY 10474",10474,(718) 328-0343,$,40.81227,-73.88446,The Bronx
La Patrona Restaurant,45,Mexican,4.0,"['delivery', 'pickup']","558 Southern Blvd, Bronx, NY 10455",10455,(718) 401-6000,,40.81216619143086,-73.90307632256639,The Bronx
The Hunts Point Cafe & Grill,7,"Cafes, American, Burgers",2.7,[],"402 Hunts Point Ave, Bronx, NY 10474",10474,(718) 589-7777,,40.809811,-73.880646,The Bronx
Fratilli's Pizza,49,Pizza,3.8,"['delivery', 'pickup']","404 Hunts Point Ave, Bronx, NY 10474",10474,(718) 542-7340,$,40.8095922,-73.8804914,The Bronx
Bravo African Restaurant,15,Senegalese,4.0,"['delivery', 'pickup']","1473 Westchester Ave, East Bronx, NY 10472",10472,(929) 263-1432,$$,40.828537,-73.8814621,The Bronx
Seis Vecinos Restaurant,185,"Latin American, Mexican, Honduran",3.5,"['delivery', 'pickup']","640 Prospect Ave, Bronx, NY 10455",10455,(718) 684-8604,$$,40.81540836870844,-73.9029601386301,The Bronx
Lechonera La Piraña,70,Puerto Rican,4.5,[],"766 E 152nd St, Bronx, NY 10455",10455,(347) 609-9714,$,40.8156549792076,-73.9062440022826,The Bronx
Xin Rong Chinese Restaurant,1,Chinese,5.0,[],"741 Hunts Point Ave, New York, NY 10474",10474,(718) 991-2890,,40.81575961640478,-73.88771556599195,The Bronx
Cafe Italia,3,Sandwiches,2.3,"['delivery', 'pickup']","500 Tiffany St, Bronx, NY 10474",10474,(718) 930-0053,,40.810016,-73.889941,The Bronx
Kesarricas,2,"Mexican, Food Trucks",5.0,"['delivery', 'pickup']","1240 Randall Ave, The Bronx, NY 10474",10474,(917) 651-3676,,40.8116064,-73.88826089999999,The Bronx
Allen Restaurant,6,"Mexican, Sandwiches, Latin American",4.0,"['delivery', 'pickup']","1201 Randall Ave, Bronx, NY 10474",10474,(718) 861-7564,$$,40.81173,-73.89025,The Bronx
Jimbo's Hamburger Palace,30,Burgers,3.3,[],"1025 E 163rd St, New York, NY 10459",10459,(347) 590-0750,$,40.8210291713476,-73.891968280077,The Bronx
El Valle Restaurant,7,Spanish,2.7,[],"794 Southern Blvd, The Bronx, NY 10455",10455,(718) 378-1600,,40.815995,-73.89626,The Bronx
Parrilla Azteca,22,"Mexican, Latin American, Dominican",3.0,"['delivery', 'pickup']","1288 Westchester Ave, The Bronx, NY 10459",10459,(718) 708-1177,,40.8271972,-73.8866791,The Bronx
Mexicocina,217,Mexican,3.7,"['delivery', 'pickup']","503 Jackson Ave, Bronx, NY 10455",10455,(347) 498-1055,$$,40.8121095,-73.909713,The Bronx
Xin Rong Chinese Restaurant,1,Chinese,5.0,"['delivery', 'pickup']","741 Hunts Point Ave, The Bronx, NY 10474",10474,(718) 991-2890,,40.815489,-73.887257,The Bronx
Georgina Restaurant,5,Latin American,4.0,[],"1003 East 163rd St, Bronx, NY 10459",10459,(718) 328-6257,,40.82114,-73.89313,The Bronx
K & L Jamaican American Cuisine,18,"Seafood, American",4.3,['pickup'],"3204 3rd Ave, West Bronx, NY 10454",10454,(917) 631-8398,$,40.822782369758,-73.9095000441801,The Bronx
La Cueva Fonda,19,Mexican,4.4,"['pickup', 'delivery']","961 Leggett Ave, The Bronx, NY 10455",10455,(347) 406-5585,,40.81528,-73.89997,The Bronx
AfroSpice BisTro,1,"African, Caribbean, American",5.0,['restaurant_reservation'],"549 Commonwealth Ave, New York, NY 10473",10473,(718) 535-8686,,40.816426,-73.864896,The Bronx
Fouta African American Restaurant,36,"Senegalese, Halal",3.8,['delivery'],"1762 Westchester Ave, Bronx, NY 10472",10472,(718) 792-1700,$$,40.83126,-73.86792,The Bronx
Bayside Seafood Company,3,Seafood,5.0,[],"1197 Randall Ave, Bronx, NY 10474",10474,(718) 589-5700,,40.81161,-73.89096,The Bronx
Restaurante Lechonera & Pollo Sabroso,41,"Caribbean, Latin American, Mexican",4.2,['delivery'],"3326 3rd Ave, New York, NY 10456",10456,(347) 271-4642,$$,40.82611,-73.90758,The Bronx
Blue Ribbon Fish Company,2,Seafood,3.0,[],"800 Food Center Dr, Unit 67, Bronx, NY 10474",10474,(718) 620-8580,,40.8042299,-73.87643,The Bronx
Walnut Bus Stop,22,"Breakfast & Brunch, American, Waffles",2.6,"['delivery', 'pickup']","881 E 134th St, Bronx, NY 10454",10454,(718) 402-7048,$,40.80053131455326,-73.9105009,The Bronx
Johnson's BBQ,65,"Barbeque, Southern",3.8,"['delivery', 'pickup']","790 E 163rd St, Bronx, NY 10456",10456,(914) 439-6187,$$,40.82246449309035,-73.9026851162926,The Bronx
Johnny's Bakery,2,"Caribbean, Bakeries",4.5,"['delivery', 'pickup']","1365 Prospect Ave, West Bronx, NY 10459",10459,(347) 590-3096,,40.83056,-73.89742,The Bronx
HUNTS POINT FINEST DELI,2,Delis,4.0,[],"1101 Garison Ave, The Bronx, NY 10474",10474,,,40.819668101831304,-73.8896619,The Bronx
Tacos El Pachi,7,"Food Trucks, Tacos",2.4,"['delivery', 'pickup']","152 St And Jackson Ave, Bronx, NY 10455",10455,(347) 703-8660,,40.81601,-73.90808,The Bronx
Jimbo's Hamburger Palace,31,"Burgers, Breakfast & Brunch, Sandwiches",2.3,"['delivery', 'pickup']","912 Soundview Ave, Bronx, NY 10473",10473,(718) 328-3208,$,40.823475,-73.867828,The Bronx
Burger Chimi Tropical,9,"Dominican, Burgers",2.8,"['delivery', 'pickup']","940 Southern Blvd, Bronx, NY 10459",10459,(718) 842-7000,,40.821424,-73.891465,The Bronx
Margarita's Restaurant,18,"Puerto Rican, Seafood",3.7,['delivery'],"915 Avenue St John, Bronx, NY 10455",10455,(347) 270-5541,$,40.81588,-73.90261,The Bronx
Don Chile,4,Mexican,3.5,"['delivery', 'pickup']","801 Southern Blvd, The Bronx, NY 10459",10459,(718) 576-6462,,40.816702,-73.896207,The Bronx
Kandishop,0,"Soul Food, Personal Chefs, Caterers",0.0,[],"1104 Wheeler Ave, Bronx, NY 10472",10472,(718) 404-6650,,40.82617,-73.87942,The Bronx
Gourmet Oasis,2,"Mexican, Spanish",5.0,[],"1499 Bruckner Blvd, Bronx, NY 10472",10472,,,40.8239288,-73.8793411,The Bronx
El Pabellon De Oro,75,"Latin American, Asian Fusion, Mexican",4.1,['delivery'],"1501 Westchester Ave, Bronx, NY 10472",10472,(718) 328-1252,$$,40.8286545,-73.8799436,The Bronx
Sabba's Chicken,24,American,3.1,"['delivery', 'pickup']","1504 Westchester Ave, Bronx, NY 10472",10472,(718) 484-9105,,40.8280139959468,-73.8796062435036,The Bronx
Hero Factory,18,"Delis, Italian, Breakfast & Brunch",3.3,"['delivery', 'pickup']","904 E 149th St, Bronx, NY 10455",10455,(718) 992-1556,$$,40.81002,-73.90337,The Bronx
The Original Venice Restaurant,85,"Italian, Pizza",3.4,"['delivery', 'pickup']","772 E 149th St, Bronx, NY 10455",10455,(718) 585-5164,$$,40.8127372,-73.9074515,The Bronx
Americo Petroleum,2,"Gas Stations, Delis",4.5,"['delivery', 'pickup']","1264 Randall Ave, Bronx, NY 10474",10474,(718) 542-9700,$,40.81176,-73.887,The Bronx
Cantina Tarasca,0,"Mexican, Cocktail Bars",0.0,"['delivery', 'pickup']","576 S Blvd, New York, NY 10455",10455,(718) 450-3399,,40.81247980654647,-73.90241856162393,The Bronx
Delfini Restaurant,13,New American,2.9,"['delivery', 'pickup']","500 Tiffany St, Bronx, NY 10474",10474,(718) 991-1337,$,40.809995,-73.889957,The Bronx
El Patio,1,Restaurants,5.0,['pickup'],"918 Southern Blvd, Bronx, NY 10459",10459,(718) 893-5066,,40.8197708,-73.8924408,The Bronx
El Molcajete,32,Mexican,3.5,['delivery'],"1506-08 Westchester Ave, Bronx, NY 10472",10472,(917) 688-1433,$$,40.8283148,-73.8796477,The Bronx
Nalleli Place,3,"Pizza, New Mexican Cuisine",5.0,['pickup'],"961 Leggett Ave, Woodstock, NY 10455",10455,(917) 737-8902,,40.8153562,-73.9000589,The Bronx
Archie's Tap & Table,128,"New American, Gastropubs, Breakfast & Brunch",4.6,[],"536 City Island Ave, Bronx, NY 10464",10464,(718) 885-9229,$$,40.8531112670898,-73.7894973754883,The Bronx
Johnny's Reef Restaurant,711,Seafood,3.8,[],"2 City Island Ave, Bronx, NY 10464",10464,(718) 885-2086,$$,40.8377099599469,-73.7826705251312,The Bronx
Rosa Blanca Bar & Grill,8,"Latin American, Cocktail Bars, Venues & Event Spaces",4.8,['restaurant_reservation'],"3005 Middletown Rd, New York, NY 10461",10461,(347) 398-0040,,40.844113545789455,-73.8301761,The Bronx
Misto Restaurant and Bar,95,"Seafood, Italian, Wine Bars",4.4,"['restaurant_reservation', 'delivery', 'pickup']","2314 Eastchester Rd, Bronx, NY 10469",10469,(718) 697-6400,,40.85994,-73.842839,The Bronx
Sammys Fish Box,1076,Seafood,3.1,"['delivery', 'pickup']","41 City Island Ave, Bronx, NY 10464",10464,(718) 885-0920,$$$,40.83905665466202,-73.78371957251213,The Bronx
Sangria Cafe,296,"Latin American, Soup, Sandwiches",3.4,"['delivery', 'pickup']","2085 Bartow Ave, Bronx, NY 10475",10475,(347) 843-6486,$$,40.8694235021877,-73.8272849569855,The Bronx
City Island Lobster House,834,Seafood,3.7,[],"691 Bridge St, Bronx, NY 10464",10464,(718) 885-1459,$$$,40.8567604777185,-73.791118271164,The Bronx
The Black Whale,218,"New American, Diners, Breakfast & Brunch",3.8,[],"279 City Island Ave, Bronx, NY 10464",10464,(718) 885-3657,$$,40.84635785987654,-73.7863198,The Bronx
Jp's City Island,248,"Seafood, Italian",3.4,"['pickup', 'delivery']","703 Minnieford Ave, Bronx, NY 10464",10464,(718) 885-3364,$$$,40.8575572,-73.7906546478504,The Bronx
The Original Crab Shanty Restaurant,920,"Seafood, Italian, American",3.6,['pickup'],"361 City Island Ave, Bronx, NY 10464",10464,(718) 885-1810,$$,40.848673,-73.787163,The Bronx
City Island Yacht Club,13,"New American, Cocktail Bars, Buffets",4.2,"['pickup', 'delivery']","63 Pilot St, Bronx, NY 10464",10464,(718) 885-2487,,40.84055,-73.78809,The Bronx
Taqueria Tlaxcalli,784,Mexican,4.4,"['pickup', 'delivery']","2103 Starling Ave, Bronx, NY 10462",10462,(347) 851-3085,$$,40.8363814,-73.85496730644009,The Bronx
Barrio BX,166,"Puerto Rican, Cocktail Bars",4.1,"['delivery', 'pickup']","1247 Castle Hill Ave, The Bronx, NY 10462",10462,(718) 269-3345,$$,40.8330998375395,-73.85169719594897,The Bronx
KPOT Korean BBQ & Hot Pot,82,"Korean, Barbeque, Hot Pot",3.8,"['pickup', 'delivery']","200 Baychester Ave 207A 2nd, Fl 2, Bay Plaza Mall, Bronx, NY 10475",10475,(718) 684-9172,$$$,40.86433,-73.8267,The Bronx
Fella's,16,"Bars, American",4.2,[],"522 City Island Ave, Bronx, NY 10464",10464,(718) 885-9898,$,40.85264,-73.78917,The Bronx
Arties Steak & Seafood,363,"Seafood, Steakhouses, Italian",3.7,"['delivery', 'pickup']","394 City Island Ave, Bronx, NY 10464",10464,(718) 885-9885,$$,40.8496488,-73.7872576074056,The Bronx
Vistamar,269,"Seafood, Latin American, Venues & Event Spaces",3.2,['pickup'],"565 City Island Ave, Bronx, NY 10464",10464,(718) 709-0888,$$$,40.8534629795985,-73.7905598622154,The Bronx
Dallas BBQ,340,"Barbeque, Salad, Seafood",2.6,"['delivery', 'pickup']","2160 Bartow Ave, Bronx, NY 10475",10475,(718) 320-8800,$$,40.867923785830165,-73.8247076,The Bronx
La Masa,551,"Colombian, Empanadas",3.9,"['pickup', 'delivery']","1000 Morris Park Ave, Bronx, NY 10462",10462,(718) 822-8400,$$,40.84800080701825,-73.85594720000276,The Bronx
Sea Food Kingz,59,Seafood,3.8,[],"634 City Island Ave, Bronx, NY 10464",10464,(718) 975-7447,,40.8554067953618,-73.79123255610466,The Bronx
Sea Shore Restaurant & Marina,523,Seafood,3.0,['pickup'],"591 City Island Ave, Bronx, NY 10464",10464,(718) 885-0300,$$$,40.854201,-73.790912,The Bronx
Havana Cafe,1062,"Cuban, Latin American",3.9,"['pickup', 'delivery']","3151 E Tremont Ave, Bronx, NY 10461",10461,(718) 518-1800,$$,40.8378208,-73.83433391840265,The Bronx
Orrico's Italian Restaurant,76,Italian,4.7,"['pickup', 'delivery']","3019 Westchester Ave, The Bronx, NY 10461",10461,(718) 892-8282,,40.8476994,-73.8318208,The Bronx
The South Of France,48,Puerto Rican,4.3,"['pickup', 'delivery']","1800 Westchester Ave, Bronx, NY 10472",10472,(718) 823-1133,$$,40.8316668252024,-73.86611349117314,The Bronx
Mamasushi - Bronx,179,"Sushi Bars, Cocktail Bars",3.5,"['pickup', 'delivery']","3478 E Tremont Ave, Bronx, NY 10465",10465,(718) 684-8666,$$,40.83146,-73.827275,The Bronx
Corazon Latino,135,"Latin American, Wine Bars",3.8,"['delivery', 'pickup']","1841 Hobart Ave, Bronx, NY 10461",10461,(973) 604-2965,$$,40.8483407,-73.8316408,The Bronx
Tony's Pier,257,Seafood,3.3,['pickup'],"1 City Island Ave, Bronx, NY 10464",10464,(718) 885-1424,$$,40.837476,-73.7831385,The Bronx
Noches De Columbia,2,Colombian,4.5,"['pickup', 'delivery']","200 Baychester Ave, The Bronx, NY 10475",10475,(718) 320-2157,,40.86433,-73.8267,The Bronx
Sugar Cane Rum Village,26,"Lounges, Venues & Event Spaces, Waffles",4.0,[],"472 Franklin Ave, Mount Vernon, NY 10553",10553,(914) 371-1768,$,40.9006736535719,-73.8276263114086,
Da Franco & Tony Ristorante,147,Italian,4.6,"['delivery', 'pickup']","2815 Middletown Rd, Bronx, NY 10461",10461,(718) 684-2815,$$,40.8436584,-73.8360596,The Bronx
Fish N' Ting,349,"Caribbean, Seafood, Bars",4.0,"['pickup', 'delivery']","4063 Boston Rd, Bronx, NY 10466",10466,(718) 881-6116,$$,40.885723,-73.829075,The Bronx
Made In Puerto Rico,495,"Cocktail Bars, Puerto Rican, Latin American",3.3,"['pickup', 'delivery']","3363 E Tremont Ave, Bronx, NY 10461",10461,(718) 684-1309,$$,40.83451,-73.82907,The Bronx
Nana's Kitchen,37,Mediterranean,4.6,"['pickup', 'delivery']","1809 Hone Ave, Bronx, NY 10461",10461,(347) 810-9070,,40.84905,-73.85498,The Bronx
Lena Trattoria,58,"Pizza, Pasta Shops, Italian",4.4,"['pickup', 'delivery']","3470 E Tremont Ave, Bronx, NY 10465",10465,(718) 239-5362,,40.831575,-73.827269,The Bronx
Caridad and Louie's Restaurant,213,"Italian, Latin American",3.1,"['delivery', 'pickup']","1660 E Gun Hill Rd, Bronx, NY 10469",10469,(718) 862-3939,$$,40.865874084982366,-73.83774800329259,The Bronx
Starving Artist Cafe & Gallery,10,"Art Galleries, Themed Cafes",4.9,[],"249 City Island Ave, Bronx, NY 10464",10464,(718) 885-3779,$$,40.845409,-73.786068,The Bronx
Three Boys From Italy,97,"Pizza, Italian",4.3,"['pickup', 'delivery']","704 Burke Ave, Bronx, NY 10467",10467,(718) 882-2009,$,40.87123,-73.866916,The Bronx
Little Frida's Eatery,7,"Mexican, American",4.9,[],"415 City Island Ave, The Bronx, NY 10464",10464,(718) 885-9656,,40.850031,-73.788123,The Bronx
Ohana,186,"Japanese, Wine Bars",3.2,"['pickup', 'delivery']","500 City Island Ave, Bronx, NY 10464",10464,(718) 885-0700,$$,40.852197,-73.788843,The Bronx
Bed - Stuy Fish Fry,69,Soul Food,2.8,[],"2214 Bartow Ave, The Bronx, NY 10475",10475,,,40.86724143445103,-73.82543390346916,The Bronx
Chick-fil-A,8,"Fast Food, Salad, Chicken Shop",3.0,['delivery'],"2276 Bartow Ave, Bronx, NY 10475",10475,(929) 506-1158,,40.86608074174949,-73.82632989999999,The Bronx
Legendary Bar & Grill,30,"Bars, Italian, Burgers",4.5,"['pickup', 'delivery']","3513 E Tremont Ave, Bronx, NY 10465",10465,(718) 822-0100,$$,40.83094,-73.82621,The Bronx
Mi Tierra,1,"Latin American, Breakfast & Brunch, Sports Bars",5.0,[],"127 Westchester Sq, The Bronx, NY 10461",10461,(718) 210-9990,,40.84016324477217,-73.8423533,The Bronx
Seafood City,367,Seafood,3.0,[],"459 City Island Ave, Bronx, NY 10464",10464,(718) 885-3600,$$,40.8509765634744,-73.7896340329358,The Bronx
The Dumplin Cove ,84,"Cafes, Breakfast & Brunch, Caribbean",3.1,"['pickup', 'delivery']","1530 E 222nd St, Bronx, NY 10469",10469,(718) 653-3143,$$,40.87587531336194,-73.83617045968039,The Bronx
Hummingbird Lounge and Grill,1,"Caribbean, Venues & Event Spaces, Breakfast & Brunch",1.0,"['delivery', 'pickup']","1345 E Gun Hill Rd, Bronx, NY 10469",10469,(347) 947-3400,,40.87088111967911,-73.8465239,The Bronx
Fratelli,128,"Italian, Seafood",4.2,"['pickup', 'delivery']","2507 Eastchester Rd, Bronx, NY 10469",10469,(718) 547-2489,$$,40.862992,-73.8435449,The Bronx
Halal Brothers Food Truck,1,"Food Trucks, Burgers, Halal",5.0,[],"White Plains Rd & Morris Park Ave, The Bronx, NY 10462",10462,,,40.845378907359475,-73.86628142824885,The Bronx
Little Greece,6,Greek,5.0,"['delivery', 'pickup']","327 City Island Ave, Bronx, NY 10464",10464,(718) 310-6030,,40.8477128,-73.7868757,The Bronx
Sammy's Shrimp Box Restaurant,355,"Seafood, Steakhouses, Cajun/Creole",2.8,"['delivery', 'pickup']","64 City Island Ave, Bronx, NY 10464",10464,(718) 885-3200,$$$,40.839579525358616,-73.7834079,The Bronx
The Basement,26,"American, Cocktail Bars",4.5,[],"11 Schuyler St, Staten Island, NY 10301",10301,(718) 791-0027,,40.643306,-74.076851,Staten Island
Blue Pearl ,20,Seafood,4.8,[],"37 Navy Pier Ct, Staten Island, NY 10304",10304,(718) 727-0303,,40.62911,-74.07346,Staten Island
Pastavino,173,"Italian, Wine Bars",4.4,"['delivery', 'pickup']","44 Navy Pier Ct, Staten Island, NY 10304",10304,(718) 556-9300,$$$,40.62877870622244,-74.073333559876,Staten Island
The Hop Shoppe,372,"Gastropubs, American, Sports Bars",4.2,"['delivery', 'pickup']","372 Van Duzer St, Staten Island, NY 10304",10304,(718) 448-3400,$$,40.629169,-74.079839,Staten Island
Guac Time,3,"Halal, Mexican",4.7,[],"961 Jewett Ave, Staten Island, NY 10314",10314,,,40.612877,-74.130526,Staten Island
Beso,694,"Spanish, Tapas Bars, Bars",4.0,"['delivery', 'pickup']","70 Bay St, Staten Island, NY 10301",10301,(718) 816-8162,$$$,40.64045253819637,-74.07587487334874,Staten Island
Taverna On The Bay,174,"Seafood, Mediterranean, Wine Bars",4.5,"['delivery', 'pickup']","661 Bay St, Staten Island, NY 10304",10304,(718) 524-5686,$$,40.6259299,-74.0750599,Staten Island
